Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Champions Tour 2024: EMEA Kickoff,FUT Esports,GIANTX,2024-02-22 13:10:00,Bo3,GX ban Bind; FUT ban Breeze; GX pick Split; FUT pick Icebox; GX ban Lotus; FUT ban Ascent; Sunset remains,"['Split: 13-6', ' Icebox: 8-13', ' Sunset: 13-7']","['5', '3', '7']","['8', '5', '6']","[None, None, None]","['2', '6', '5']","['4', '7', '2']","[None, None, None]","[2620, 2814, 2523]"
Champions Tour 2024: EMEA Kickoff,Natus Vincere,Team Liquid,2024-02-23 08:00:00,Bo3,TL ban Sunset; NAVI ban Icebox; TL pick Split; NAVI pick Breeze; TL ban Bind; NAVI ban Lotus; Ascent remains,"['Split: 13-7', ' Breeze: 13-7']","['8', '6']","['5', '7']","[None, None]","['0', '6']","['7', '1']","[None, None]","[2754, 2509]"
Champions Tour 2024: EMEA Kickoff,BBL Esports,KOI,2024-02-23 10:10:00,Bo3,BBL ban Sunset; KOI ban Lotus; BBL pick Bind; KOI pick Split; BBL ban Breeze; KOI ban Ascent; Icebox remains,"['Bind: 5-13', ' Split: 10-13']","['3', '4']","['2', '6']","[None, None]","['3', '7']","['10', '6']","[None, None]","[2898, 3052]"
Champions Tour 2024: EMEA Kickoff,Team Vitality,FNATIC,2024-02-23 12:20:00,Bo3,FNC ban Sunset; VIT ban Icebox; FNC pick Lotus; VIT pick Ascent; FNC ban Split; VIT ban Breeze; Bind remains,"['Lotus: 12-14', ' Ascent: 5-13']","['8', '5']","['4', '0']","['0', None]","['4', '7']","['8', '6']","['2', None]","[3613, 2487]"
Champions Tour 2024: EMEA Kickoff,Team Vitality,Gentle Mates,2024-02-25 08:05:00,Bo3,M8 ban Bind; VIT ban Icebox; M8 pick Breeze; VIT pick Lotus; M8 ban Ascent; VIT ban Split; Sunset remains,"['Breeze: 4-13', ' Lotus: 15-13', ' Sunset: 13-3']","['2', '7', '11']","['2', '5', '2']","[None, '3', None]","['3', '5', '1']","['10', '7', '2']","[None, '1', None]","[3561, 3902, 2606]"
Champions Tour 2024: EMEA Kickoff,Karmine Corp,FUT Esports,2024-02-25 11:15:00,Bo3,FUT ban Breeze; KC ban Ascent; FUT pick Lotus; KC pick Bind; FUT ban Split; KC ban Icebox; Sunset remains,"['Lotus: 20-18', ' Bind: 4-13', ' Sunset: 13-7']","['6', '1', '3']","['6', '3', '10']","['8', None, None]","['6', '4', '5']","['6', '9', '2']","['6', None, None]","[5373, 2373, 2700]"
Champions Tour 2024: EMEA Kickoff,Team Liquid,KOI,2024-02-25 14:45:00,Bo3,KOI ban Lotus; TL ban Breeze; KOI pick Sunset; TL pick Icebox; KOI ban Ascent; TL ban Bind; Split remains,"['Sunset: 11-13', ' Icebox: 14-12', ' Split: 10-13']","['4', '6', '5']","['7', '6', '5']","[None, '2', None]","['8', '6', '7']","['5', '6', '6']","[None, '0', None]","[3682, 3648, 3094]"
Champions Tour 2024: EMEA Kickoff,Karmine Corp,Team Vitality,2024-02-26 08:00:00,Bo3,KC ban Breeze; VIT ban Icebox; KC pick Sunset; VIT pick Ascent; KC ban Bind; VIT ban Split; Lotus remains,"['Sunset: 13-8', ' Ascent: 15-13']","['5', '7']","['8', '5']","[None, '3']","['4', '5']","['4', '7']","[None, '1']","[4122, 4441]"
Champions Tour 2024: EMEA Kickoff,KOI,Team Vitality,2024-02-26 10:45:00,Bo3,KOI ban Lotus; VIT ban Icebox; KOI pick Sunset; VIT pick Breeze; KOI ban Ascent; VIT ban Split; Bind remains,"['Sunset: 9-13', ' Breeze: 6-13']","['7', '0']","['2', '6']","[None, None]","['3', '7']","['10', '6']","[None, None]","[3419, 2525]"
Champions Tour 2024: EMEA Kickoff,Karmine Corp,KOI,2024-02-26 12:45:00,Bo3,KC ban Breeze; KOI ban Lotus; KC pick Sunset; KOI pick Bind; KC ban Ascent; KOI ban Split; Icebox remains,"['Sunset: 13-4', ' Bind: 13-7']","['5', '9']","['8', '4']","[None, None]","['0', '3']","['4', '4']","[None, None]","[3063, 2697]"
Champions Tour 2024: EMEA Kickoff,Team Heretics,Natus Vincere,2024-02-29 11:00:00,Bo3,TH ban Ascent; NAVI ban Lotus; TH pick Sunset; NAVI pick Breeze; TH ban Bind; NAVI ban Icebox; Split remains,"['Sunset: 16-14', ' Breeze: 13-4']","['4', '10']","['8', '3']","['4', None]","['8', '2']","['4', '2']","['2', None]","[5072, 2321]"
Champions Tour 2024: EMEA Kickoff,FNATIC,Karmine Corp,2024-02-29 13:20:00,Bo3,FNC ban Sunset; KC ban Ascent; FNC pick Lotus; KC pick Split; FNC ban Icebox; KC ban Breeze; Bind remains,"['Lotus: 10-13', ' Split: 8-13']","['4', '3']","['6', '5']","[None, None]","['8', '6']","['5', '7']","[None, None]","[3882, 2824]"
Champions Tour 2024: EMEA Kickoff,Team Heretics,Karmine Corp,2024-03-01 11:00:00,Bo5,KC ban Breeze; TH ban Ascent; KC pick Sunset; TH pick Lotus; KC pick Icebox; TH pick Split; Bind remains,"['Sunset: 13-9', ' Lotus: 7-13', ' Icebox: 7-13', ' Split: 5-13']","['4', '6', '4', '4']","['9', '1', '3', '1']","[None, None, None, None]","['6', '2', '8', '8']","['3', '11', '5', '5']","[None, None, None, None]","[4026, 2620, 2575, 2304]"
Champions Tour 2024: Pacific Kickoff,T1,BLEED,2024-02-17 01:00:00,Bo3,BLD ban Ascent; T1 ban Icebox; BLD pick Breeze; T1 pick Lotus; BLD ban Sunset; T1 ban Bind; Split remains,"['Breeze: 18-16', ' Lotus: 13-6']","['6', '9']","['6', '4']","['6', None]","['6', '3']","['6', '3']","['4', None]","[12151, 2865]"
Champions Tour 2024: Pacific Kickoff,Gen.G,Rex Regum Qeon,2024-02-17 08:45:00,Bo3,RRQ ban Ascent; GEN ban Bind; RRQ pick Icebox; GEN pick Split; RRQ ban Lotus; GEN ban Breeze; Sunset remains,"['Icebox: 13-11', ' Split: 11-13', ' Sunset: 13-8']","['6', '2', '5']","['7', '9', '8']","[None, None, None]","['6', '10', '4']","['5', '3', '4']","[None, None, None]","[3050, 2913, 2726]"
Champions Tour 2024: Pacific Kickoff,ZETA DIVISION,Global Esports,2024-02-18 01:00:00,Bo3,GE ban Lotus; ZETA ban Breeze; GE pick Bind; ZETA pick Icebox; GE ban Ascent; ZETA ban Split; Sunset remains,"['Bind: 13-10', ' Icebox: 13-7']","['6', '7']","['7', '6']","[None, None]","['5', '1']","['5', '6']","[None, None]","[3143, 2596]"
Champions Tour 2024: Pacific Kickoff,Team Secret,Talon Esports,2024-02-18 03:30:00,Bo3,TLN ban Icebox; TS ban Split; TLN pick Breeze; TS pick Ascent; TLN ban Bind; TS ban Lotus; Sunset remains,"['Breeze: 8-13', ' Ascent: 3-13']","['3', '3']","['5', '0']","[None, None]","['9', '9']","['4', '4']","[None, None]","[3223, 1827]"
Champions Tour 2024: Pacific Kickoff,DRX,DetonatioN FocusMe,2024-02-18 05:30:00,Bo3,DFM ban Icebox; DRX ban Sunset; DFM pick Lotus; DRX pick Breeze; DFM ban Split; DRX ban Ascent; Bind remains,"['Lotus: 13-8', ' Breeze: 13-8']","['6', '5']","['7', '8']","[None, None]","['3', '4']","['5', '4']","[None, None]","[3681, 2653]"
Champions Tour 2024: Pacific Kickoff,Gen.G,Paper Rex,2024-02-19 01:00:00,Bo3,GEN ban Split; PRX ban Icebox; GEN pick Breeze; PRX pick Lotus; GEN ban Bind; PRX ban Ascent; Sunset remains,"['Breeze: 13-10', ' Lotus: 10-13', ' Sunset: 7-13']","['7', '5', '2']","['6', '5', '5']","[None, None, None]","['4', '7', '10']","['6', '6', '3']","[None, None, None]","[3729, 2947, 2411]"
Champions Tour 2024: Pacific Kickoff,BLEED,Global Esports,2024-02-19 04:15:00,Bo3,GE ban Lotus; BLD ban Ascent; GE pick Sunset; BLD pick Icebox; GE ban Breeze; BLD ban Bind; Split remains,"['Sunset: 9-13', ' Icebox: 13-10', ' Split: 11-13']","['4', '9', '7']","['5', '4', '4']","[None, None, None]","['6', '2', '5']","['7', '8', '8']","[None, None, None]","[3499, 3236, 3306]"
Champions Tour 2024: Pacific Kickoff,T1,ZETA DIVISION,2024-02-19 08:00:00,Bo3,ZETA ban Breeze; T1 ban Icebox; ZETA pick Ascent; T1 pick Lotus; ZETA ban Split; T1 ban Bind; Sunset remains,"['Ascent: 11-13', ' Lotus: 13-4', ' Sunset: 13-7']","['6', '4', '5']","['5', '9', '8']","[None, None, None]","['6', '1', '3']","['7', '3', '4']","[None, None, None]","[4006, 2564, 2697]"
Champions Tour 2024: Pacific Kickoff,DetonatioN FocusMe,Team Secret,2024-02-20 03:00:00,Bo3,DFM ban Icebox; TS ban Split; DFM pick Lotus; TS pick Breeze; DFM ban Sunset; TS ban Bind; Ascent remains,"['Lotus: 7-13', ' Breeze: 11-13']","['4', '5']","['3', '6']","[None, None]","['4', '7']","['9', '6']","[None, None]","[3435, 3168]"
Champions Tour 2024: Pacific Kickoff,DRX,Talon Esports,2024-02-20 05:20:00,Bo3,DRX ban Lotus; TLN ban Bind; DRX pick Split; TLN pick Ascent; DRX ban Sunset; TLN ban Icebox; Breeze remains,"['Split: 13-10', ' Ascent: 13-8']","['8', '7']","['5', '6']","[None, None]","['4', '2']","['6', '6']","[None, None]","[3625, 2772]"
Champions Tour 2024: Pacific Kickoff,Gen.G,Rex Regum Qeon,2024-02-21 01:00:00,Bo3,RRQ ban Ascent; GEN ban Bind; RRQ pick Lotus; GEN pick Breeze; RRQ ban Sunset; GEN ban Split; Icebox remains,"['Lotus: 13-7', ' Breeze: 10-13', ' Icebox: 13-11']","['5', '7', '8']","['8', '3', '5']","[None, None, None]","['7', '4', '4']","['0', '9', '7']","[None, None, None]","[3964, 3186, 3020]"
Champions Tour 2024: Pacific Kickoff,Talon Esports,Team Secret,2024-02-21 04:30:00,Bo3,TS ban Split; TLN ban Icebox; TS pick Breeze; TLN pick Ascent; TS ban Bind; TLN ban Sunset; Lotus remains,"['Breeze: 8-13', ' Ascent: 7-13']","['4', '7']","['4', '0']","[None, None]","['8', '5']","['5', '8']","[None, None]","[3226, 2684]"
Champions Tour 2024: Pacific Kickoff,ZETA DIVISION,Global Esports,2024-02-21 07:15:00,Bo3,GE ban Icebox; ZETA ban Breeze; GE pick Bind; ZETA pick Lotus; GE ban Ascent; ZETA ban Split; Sunset remains,"['Bind: 13-8', ' Lotus: 13-3']","['5', '9']","['8', '4']","[None, None]","['4', '3']","['4', '0']","[None, None]","[3338, 2199]"
Champions Tour 2024: Pacific Kickoff,Team Secret,Gen.G,2024-02-22 01:00:00,Bo3,TS ban Split; GEN ban Ascent; TS pick Breeze; GEN pick Lotus; TS ban Bind; GEN ban Sunset; Icebox remains,"['Breeze: 13-5', ' Lotus: 9-13', ' Icebox: 13-15']","['5', '8', '4']","['8', '1', '8']","[None, None, '1']","['1', '4', '8']","['4', '9', '4']","[None, None, '3']","[3159, 3205, 3612]"
Champions Tour 2024: Pacific Kickoff,ZETA DIVISION,Team Secret,2024-02-22 04:20:00,Bo3,TS ban Split; ZETA ban Breeze; TS pick Icebox; ZETA pick Ascent; TS ban Bind; ZETA ban Sunset; Lotus remains,"['Icebox: 1-13', ' Ascent: 8-13']","['0', '7']","['1', '1']","[None, None]","['2', '5']","['11', '8']","[None, None]","[2183, 2762]"
Champions Tour 2024: Pacific Kickoff,Gen.G,ZETA DIVISION,2024-02-22 06:30:00,Bo3,GEN ban Bind; ZETA ban Breeze; GEN pick Icebox; ZETA pick Ascent; GEN ban Sunset; ZETA ban Split; Lotus remains,"['Icebox: 13-6', ' Ascent: 13-4']","['8', '3']","['5', '10']","[None, None]","['4', '2']","['2', '2']","[None, None]","[3275, 2343]"
Champions Tour 2024: Pacific Kickoff,T1,Paper Rex,2024-02-24 03:00:00,Bo3,PRX ban Breeze; T1 ban Icebox; PRX pick Split; T1 pick Ascent; PRX ban Bind; T1 ban Lotus; Sunset remains,"['Split: 14-16', ' Ascent: 6-13']","['8', '2']","['4', '4']","['2', None]","['4', '5']","['8', '8']","['4', None]","[4707, 2508]"
Champions Tour 2024: Pacific Kickoff,DRX,Gen.G,2024-02-24 05:25:00,Bo3,DRX ban Icebox; GEN ban Breeze; DRX pick Bind; GEN pick Lotus; DRX ban Split; GEN ban Sunset; Ascent remains,"['Bind: 12-14', ' Lotus: 8-13']","['7', '5']","['5', '3']","['0', None]","['5', '4']","['7', '9']","['2', None]","[4525, 2752]"
Champions Tour 2024: Pacific Kickoff,Paper Rex,Gen.G,2024-02-25 03:00:00,Bo5,GEN ban Sunset; PRX ban Icebox; GEN pick Ascent; PRX pick Split; GEN pick Lotus; PRX pick Bind; Breeze remains,"['Ascent: 5-13', ' Split: 13-4', ' Lotus: 11-13', ' Bind: 4-13']","['5', '8', '7', '0']","['0', '5', '4', '4']","[None, None, None, None]","['7', '4', '5', '5']","['6', '0', '8', '8']","[None, None, None, None]","[3437, 2110, 2949, 1891]"
